security,X_0,X_1,y,w,b,s,weights,q_T
security_1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.73853263
security_2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,34.205172999999995
security_3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7.89896315
security_4,2828.137948500563,962.7148679620883,0.12382698714333798,0.23993575615975654,0.0,155958.24150384174,0.08048754164316976,83.60475601
security_5,14999.070273629646,0.0,0.0,0.26009666582903357,0.0,169062.83278887186,0.0,11.27155415
security_6,0.0,894.9023439500874,0.0211391963682504,0.0211391963682504,13740.4776393628,0.0,0.0137404776393628,15.35416432
security_7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,36.29972952
security_8,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,13.66786882
security_9,0.0,7775.823491502158,0.1002270879538154,0.1002270879538154,65147.60716998003,0.0,0.06514760716998003,8.37822608
security_10,0.0,1588.346326832076,0.03730270917937539,0.03730270917937539,24246.760966594054,0.0,0.024246760966594054,15.26541193
security_11,0.0,3327.2199764043235,0.12538838863758192,0.12538838863758192,81502.4526144283,0.0,0.0815024526144283,24.495661
security_12,3696.6212550363834,591.5934892706356,0.04160038396700572,0.21834308461257915,0.0,141923.00499817645,0.027040249578553784,45.70748338
security_13,0.0,1329.890614763478,0.12238904387407372,0.12238904387407372,79552.87851814798,0.0,0.07955287851814798,59.81911417
security_14,0.0,292.3470782439323,0.009420576597519608,0.009420576597519608,6123.374788387786,0.0,0.006123374788387786,20.9455652
security_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.6806041
security_16,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8.25397273
security_17,10250.456324586925,321.121231395014,0.004551275217608617,0.1407292085317969,0.0,91473.98554566798,0.0029583288914456296,9.21249859
security_18,0.0,405.78905267056444,0.06648876970242075,0.06648876970242075,43217.700306573584,0.0,0.043217700306573584,106.50287390000001
security_19,14226.390902259891,393.1531376139514,0.006441836775182726,0.22665839650412378,0.0,147327.95772768045,0.0041871939038688015,10.65028739
security_20,4915.925648047439,0.0,0.0,0.16512283527475574,0.0,107329.84292859123,0.0,21.83308915
security_21,0.0,767.1106410065321,0.09866784303696267,0.09866784303696267,64134.09797402582,0.0,0.06413409797402582,83.60475601
security_22,0.0,1058.4552180713672,0.0732735396979055,0.0732735396979055,47627.80080363864,0.0,0.04762780080363864,44.99746422
security_23,0.0,330.2977180766769,0.02484985714917817,0.02484985714917817,16152.40714696587,0.0,0.01615240714696587,48.9025696
security_24,4790.519382784424,939.3757574303665,0.06785185799415339,0.27817116666647956,0.0,180811.2583332117,0.04410370769619976,46.95001691
security_25,3384.793795325829,982.546969355701,0.053663628711765485,0.13120317477281757,0.0,85282.06360233141,0.03488135866264762,35.50095797
security_26,1906.8679909883474,1145.2807795636893,1.0,0.14402442184403305,0.0,93615.87419862149,0.14078028067352882,122.92206696
security_27,1884.6684038024737,733.3382890901166,0.1266664534507176,0.1988644320789055,0.0,129261.88085128859,0.08233319474296652,112.27177957
security_28,0.0,972.2174947589901,0.09451704815330494,0.09451704815330494,61436.0812996483,0.0,0.0614360812996483,63.19170518
security_29,34267.94887242863,0.0,0.0,0.37432154213933494,0.0,243309.0023905677,0.0,7.10019159
security_30,0.0,156.97737988393877,0.019976514400046858,0.019976514400046858,12984.73436003054,0.0,0.01298473436003054,82.71723206
security_31,7633.673164523464,2864.09579256724,0.10363349326128536,0.17258080742919157,0.0,112177.52482897454,0.06736177061983553,23.51938465
